Username,Time,Message
0, 07/16/06 7:35:17 PM , oh
1, 07/16/06 7:35:37 PM , i want u to really enjoy this
0, 07/16/06 7:35:49 PM , ty ur sweet
1, 07/16/06 7:36:01 PM , erin can i tell u something
0, 07/16/06 7:36:07 PM , yea sure
0, 07/16/06 7:37:24 PM , wat ?
1, 07/16/06 7:37:56 PM , i love u
0, 07/16/06 7:38:09 PM , wow really ?
1, 07/16/06 7:38:56 PM , yea
1, 07/16/06 7:39:01 PM , sorry i told u that
0, 07/16/06 7:39:07 PM , its cool
1, 07/16/06 7:39:31 PM , i know u dont care bout me like that
0, 07/16/06 7:39:53 PM , i care bout u alot
1, 07/16/06 7:40:17 PM , when u go back
1, 07/16/06 7:40:23 PM , i wont see u everagain
0, 07/16/06 7:40:39 PM , idk my grandparents still live here
0, 07/16/06 7:40:46 PM , i come sometimes
1, 07/16/06 7:41:07 PM , ok
1, 07/16/06 7:41:23 PM , well do u think i am wrong for sleeping with young girls
0, 07/16/06 7:41:44 PM , idk up to u i guess
1, 07/16/06 7:42:03 PM , what do u think
0, 07/16/06 7:42:28 PM , i think lotsa girls do that
1, 07/16/06 7:43:00 PM , what talk to older men
0, 07/16/06 7:43:08 PM , yea
1, 07/16/06 7:43:20 PM , i just told my friend bout u
0, 07/16/06 7:43:37 PM , which friend ?
1, 07/16/06 7:44:10 PM , a lady
1, 07/16/06 7:44:21 PM , she wants to see a pic of u
0, 07/16/06 7:44:28 PM , y ?
1, 07/16/06 7:44:48 PM , i was going to have her pick u up cuz she is a lady
0, 07/16/06 7:45:10 PM , i thought u were gon na stay here ?
1, 07/16/06 7:45:25 PM , will it be safe too
1, 07/16/06 7:45:36 PM , and she could pick u up sometime this week
0, 07/16/06 7:45:49 PM , i dont even kno her
1, 07/16/06 7:45:59 PM , well she is online now
0, 07/16/06 7:46:04 PM , that kinda scares me goin someplace with a stranger
1, 07/16/06 7:46:14 PM , and she wants to talk to u
0, 07/16/06 7:46:21 PM , ok
1, 07/16/06 7:46:25 PM , but if u dont i will tell her no
0, 07/16/06 7:46:43 PM , ok ill talk to her
1, 07/16/06 7:47:11 PM , she wants to be there with us
0, 07/16/06 7:47:24 PM , oh
1, 07/16/06 7:47:35 PM , is that too much to ask you
0, 07/16/06 7:47:52 PM , can i see if shes nice first ?
1, 07/16/06 7:47:58 PM , yes
1, 07/16/06 7:48:40 PM , ok accept the invite
1, 07/16/06 7:51:21 PM , erin do u want us to leave u alone
1, 07/16/06 7:52:00 PM , hello erin
1, 07/16/06 7:52:02 PM , u there
1, 07/16/06 7:55:52 PM , hello u there
0, 07/16/06 8:15:51 PM , hi
1, 07/16/06 8:15:57 PM , yes sexy
0, 07/16/06 8:15:57 PM , im here
1, 07/16/06 8:16:01 PM , its cool
0, 07/16/06 8:16:04 PM , she sounds nice
1, 07/16/06 8:16:09 PM , dont worry bout her
0, 07/16/06 8:16:18 PM , i like her
1, 07/16/06 8:16:42 PM , u wanta kiss her
0, 07/16/06 8:17:04 PM , u want me to ?
0, 07/16/06 8:18:05 PM , it sounds kinda interestin lol
1, 07/16/06 8:19:30 PM , thats up to u
1, 07/16/06 8:19:33 PM , cant make u
0, 07/16/06 8:19:52 PM , she seems nice
0, 07/16/06 8:19:56 PM , sweet
0, 07/16/06 8:20:33 PM , do u like her ?
1, 07/16/06 8:20:35 PM , ok baby
1, 07/16/06 8:20:37 PM , yea
1, 07/16/06 8:20:41 PM , did u see her pic
0, 07/16/06 8:20:47 PM , yea shes pretty
1, 07/16/06 8:21:23 PM , well would u get naked for her
0, 07/16/06 8:21:42 PM , she want me to ?
1, 07/16/06 8:22:04 PM , yes
0, 07/16/06 8:22:09 PM , i thought shes comin back online
1, 07/16/06 8:22:42 PM , she will later
1, 07/16/06 8:22:48 PM , she is scared to see u
0, 07/16/06 8:22:50 PM , ok
0, 07/16/06 8:22:58 PM , y is she scared ?
1, 07/16/06 8:23:12 PM , u could get us in trouble if u told
0, 07/16/06 8:23:26 PM , im not tellin
0, 07/16/06 8:23:30 PM , id get in trbl too
1, 07/16/06 8:24:01 PM , yea but not jail
0, 07/16/06 8:24:35 PM , im not tellin
1, 07/16/06 8:24:46 PM , well she just came back
1, 07/16/06 8:25:51 PM , she is here now
1, 07/16/06 8:25:59 PM , she said she can talk later
0, 07/16/06 8:26:47 PM , ok i just saw her window lol
0, 07/16/06 8:26:51 PM , got behind stuff
0, 07/16/06 8:27:46 PM , she is her
0, 07/16/06 8:27:48 PM , here
0, 07/16/06 8:29:19 PM , r u goin out wit ur friends ?
1, 07/16/06 8:36:05 PM , ok
1, 07/16/06 8:36:08 PM , u there
0, 07/16/06 8:37:03 PM , hey ur back
1, 07/16/06 8:37:09 PM , yea
0, 07/16/06 8:38:20 PM , arent u going out ?
0, 07/16/06 8:39:13 PM , r u here ?
1, 07/16/06 8:39:33 PM , yes in a min
0, 07/16/06 8:39:52 PM , is she comin back online ?
0, 07/16/06 8:40:00 PM , i was gon na take a shower
1, 07/16/06 8:40:50 PM , ok boo its cool
0, 07/16/06 8:41:06 PM , ok
1, 07/16/06 8:41:49 PM , ok i will let u go
0, 07/16/06 8:42:02 PM , its ok
0, 07/16/06 8:42:13 PM , i just thought u were goin
1, 07/16/06 8:42:32 PM , what r u wearing now
0, 07/16/06 8:42:47 PM , shorts n t
1, 07/16/06 8:43:13 PM , mmmmmm any panties
0, 07/16/06 8:43:29 PM , yea lol
0, 07/16/06 8:44:17 PM , wat r u doin ?
1, 07/16/06 8:44:24 PM , i been thinking of u
0, 07/16/06 8:44:31 PM , aww
1, 07/16/06 8:44:54 PM , what r u doing
0, 07/16/06 8:45:04 PM , sittin here waitin for u
1, 07/16/06 8:45:25 PM , waiting to kiss me
0, 07/16/06 8:45:38 PM , yea lol
1, 07/16/06 8:46:07 PM , oh ur sweet
1, 07/16/06 8:47:56 PM , HIS-GF is back online
0, 07/16/06 8:48:20 PM , ok
1, 07/16/06 8:48:29 PM , u wanta talk to her
0, 07/16/06 8:48:33 PM , ok
1, 07/16/06 8:48:54 PM , do u
0, 07/16/06 8:49:00 PM , yea
1, 07/16/06 8:49:31 PM , ok
1, 07/16/06 8:49:39 PM , sexy can i talk to u later
0, 07/16/06 8:49:48 PM , ok have fun
1, 07/16/06 8:50:00 PM , will u be here
0, 07/16/06 8:50:07 PM , yea
1, 07/16/06 8:50:14 PM , ok
1, 07/16/06 8:50:15 PM , hey
0, 07/16/06 8:50:49 PM , yea
0, 07/16/06 8:51:50 PM , ?
1, 07/16/06 8:55:12 PM , HIS-GF keep talking
1, 07/16/06 9:22:29 PM , ok
0, 07/16/06 9:22:39 PM , ok wat ?
1, 07/16/06 9:22:53 PM , so do u like HIS-GF
1, 07/16/06 9:25:42 PM , ok u there
0, 07/16/06 9:26:31 PM , hi im here lol
0, 07/16/06 9:26:36 PM , yea shes really cool
1, 07/16/06 9:27:36 PM , ok r u busy talking to her
0, 07/16/06 9:27:48 PM , kinda but its ok
1, 07/16/06 9:30:00 PM , i can let u go
0, 07/16/06 9:30:11 PM , its ok unless ur busy
0, 07/16/06 9:30:17 PM , shes not talkin much now
1, 07/16/06 9:32:01 PM , ok
1, 07/16/06 9:32:10 PM , so what would u wanta do with her
0, 07/16/06 9:33:14 PM , she said some stuff
1, 07/16/06 9:33:32 PM , ok
1, 07/16/06 9:34:46 PM , so why didnt u join
0, 07/16/06 9:35:00 PM , im afraid grampa will hear that
1, 07/16/06 9:35:13 PM , turn off the speakers
1, 07/16/06 9:36:11 PM , we wont talk just type
0, 07/16/06 9:36:29 PM , i clicked accept nobody there but me
1, 07/16/06 9:36:52 PM , ok
1, 07/16/06 9:37:00 PM , let me invite u again
0, 07/16/06 9:37:04 PM , k
0, 07/16/06 9:37:45 PM , oops clickd wrong
0, 07/16/06 9:37:55 PM , sry
1, 07/16/06 9:59:56 PM , ok
0, 07/16/06 10:00:32 PM , hi
0, 07/16/06 10:01:06 PM , did u miss hangin out wit ur friends ?
1, 07/16/06 10:01:24 PM , 2 came over
0, 07/16/06 10:01:29 PM , oh
1, 07/16/06 10:01:36 PM , they r watching tv
0, 07/16/06 10:01:45 PM , o
1, 07/16/06 10:01:59 PM , so no one
1, 07/16/06 10:02:08 PM , older ever touch u
0, 07/16/06 10:02:15 PM , no lol
0, 07/16/06 10:02:35 PM , my bf was 17 but we didnt do much
1, 07/16/06 10:02:53 PM , not even ur mom 's b/f
1, 07/16/06 10:02:55 PM , ok
0, 07/16/06 10:03:07 PM , no he didnt
1, 07/16/06 10:03:30 PM , i am sure he wanted to
0, 07/16/06 10:03:48 PM , do u think ?
1, 07/16/06 10:04:13 PM , yes
1, 07/16/06 10:04:28 PM , does he ever just look at u
0, 07/16/06 10:04:51 PM , well yea sometimes felt kinda funny now that u say
1, 07/16/06 10:05:10 PM , r u 2 ever just alone
1, 07/16/06 10:05:18 PM , and he touch u softly
0, 07/16/06 10:06:36 PM , just hug
1, 07/16/06 10:06:45 PM , ok
1, 07/16/06 10:06:57 PM , i know he wants u
1, 07/16/06 10:07:08 PM , just scared of ur mom
0, 07/16/06 10:07:22 PM , oh
1, 07/16/06 10:08:09 PM , is that bad
0, 07/16/06 10:08:26 PM , no
1, 07/16/06 10:08:43 PM , would u kiss him
0, 07/16/06 10:09:01 PM , u think i should ? might hurt mom
1, 07/16/06 10:09:24 PM , dont tell her
0, 07/16/06 10:09:51 PM , oh k
1, 07/16/06 10:10:05 PM , do u wanta talk bout that
0, 07/16/06 10:10:13 PM , bout wat ?
0, 07/16/06 10:11:13 PM , u mean about him ?
1, 07/16/06 10:11:45 PM , yea
0, 07/16/06 10:12:05 PM , nothin really to say didnt do anything
1, 07/16/06 10:12:43 PM , o k sexy
0, 07/16/06 10:12:56 PM , lol
1, 07/16/06 10:13:17 PM , i know u wouldnt
0, 07/16/06 10:13:28 PM , wouldnt ?
0, 07/16/06 10:14:43 PM , u seem kinda busy
1, 07/16/06 10:14:44 PM , no u wouldnt
1, 07/16/06 10:14:48 PM , no i am here
0, 07/16/06 10:15:03 PM , idk if i would lol he didnt try it
0, 07/16/06 10:15:29 PM , wat did she mean by break through ?
0, 07/16/06 10:15:44 PM , just wonderin
1, 07/16/06 10:16:24 PM , when
0, 07/16/06 10:16:25 PM , is she ur gf u talked about ?
1, 07/16/06 10:16:50 PM , which one
0, 07/16/06 10:16:58 PM , HIS-GF
0, 07/16/06 10:17:08 PM , u said u have a sorta gf
0, 07/16/06 10:17:14 PM , shes nice
1, 07/16/06 10:18:45 PM , oh
1, 07/16/06 10:18:56 PM , yea she is still married though
1, 07/16/06 10:19:09 PM , going through a divorce
1, 07/16/06 10:19:19 PM , dont tell her i told u that
0, 07/16/06 10:20:19 PM , aww im sry for her
0, 07/16/06 10:20:29 PM , that sux
1, 07/16/06 10:20:32 PM , ok
1, 07/16/06 10:20:43 PM , so ur grand parents have money
0, 07/16/06 10:21:06 PM , ther not like rich rich but ther ok
1, 07/16/06 10:21:38 PM , how bout ur folks
0, 07/16/06 10:21:49 PM , ther ok
1, 07/16/06 10:22:19 PM , tell ur grand pops to loan me a 20
1, 07/16/06 10:22:21 PM , haaaaaaaaa
0, 07/16/06 10:22:24 PM , lol
1, 07/16/06 10:22:40 PM , i am serious
0, 07/16/06 10:22:48 PM , y ?
0, 07/16/06 10:23:04 PM , no moms not like rich
0, 07/16/06 10:23:24 PM , this house is nice but its not like a mansion
1, 07/16/06 10:24:05 PM , thought u could be my sugar moma
0, 07/16/06 10:24:21 PM , lol
1, 07/16/06 10:24:38 PM , so can u
0, 07/16/06 10:24:52 PM , can i wat ?
1, 07/16/06 10:25:08 PM , give me a loan
0, 07/16/06 10:25:18 PM , no lol i dont have any money
1, 07/16/06 10:25:39 PM , get it from grand dad
0, 07/16/06 10:26:28 PM , cmon i cant get money
1, 07/16/06 10:27:05 PM , tell him u will need money when they go on their trip
0, 07/16/06 10:27:17 PM , ok
1, 07/16/06 10:27:47 PM , i am crazy huh
0, 07/16/06 10:28:43 PM , lol
0, 07/16/06 10:29:07 PM , i got like allowance if u really need 20
0, 07/16/06 10:29:16 PM , y do u need it ?
1, 07/16/06 10:29:51 PM , how much
0, 07/16/06 10:30:44 PM , u like me right ?
0, 07/16/06 10:30:54 PM , not ther money ?
1, 07/16/06 10:31:21 PM , baby i didnt know anythng bout their money
0, 07/16/06 10:31:27 PM , k
0, 07/16/06 10:31:29 PM , 
0, 07/16/06 10:31:44 PM , y do u need money ?
1, 07/16/06 10:31:58 PM , had to load it out
1, 07/16/06 10:32:02 PM , to a good friend
0, 07/16/06 10:32:25 PM , oh
1, 07/16/06 10:32:54 PM , if u dont have it i understand
0, 07/16/06 10:33:12 PM , k
1, 07/16/06 10:34:10 PM , so whats on ur mind
1, 07/16/06 10:35:49 PM , ok u there
0, 07/16/06 10:35:56 PM , yea
0, 07/16/06 10:36:22 PM , wat r u doin ?
1, 07/16/06 10:36:32 PM , thinking bout u
1, 07/16/06 10:36:46 PM , but i may need the money to cum see u
0, 07/16/06 10:37:44 PM , oh
0, 07/16/06 10:37:53 PM , u didnt bfore
1, 07/16/06 10:38:11 PM , he just asked me for it
1, 07/16/06 10:40:25 PM , u seem busy
0, 07/16/06 10:40:26 PM , if ur like broke i can like give u some of my allowance
1, 07/16/06 10:40:50 PM , how much is that
0, 07/16/06 10:41:24 PM , would u come if i didnt have any money ?
1, 07/16/06 10:41:50 PM , yes i would beg someone
1, 07/16/06 10:41:58 PM , if u feel that way i wont
0, 07/16/06 10:42:18 PM , just wonderin
1, 07/16/06 10:42:39 PM , if u want i wont come
0, 07/16/06 10:42:50 PM , is that wat u want ?
0, 07/16/06 10:43:14 PM , i though it sounded cool
1, 07/16/06 10:43:31 PM , i never said i wanted that
0, 07/16/06 10:43:58 PM , never said u wanted wat ?
1, 07/16/06 10:44:08 PM , to not see u
0, 07/16/06 10:44:14 PM , ok lol
0, 07/16/06 10:44:26 PM , its cool
0, 07/16/06 10:44:42 PM , how much did u loan him ?
1, 07/16/06 10:45:09 PM ,300
0, 07/16/06 10:46:32 PM , k
1, 07/16/06 10:47:13 PM , now what
0, 07/16/06 10:47:26 PM , lol idk
1, 07/16/06 10:47:51 PM , so u canthelp me huh
0, 07/16/06 10:48:11 PM , got ta c lol
0, 07/16/06 10:48:30 PM , thats alota money
0, 07/16/06 10:48:45 PM , i dont get that much allowance
1, 07/16/06 10:49:11 PM , i dont need that much
0, 07/16/06 10:49:48 PM , k
1, 07/16/06 10:50:11 PM , how much do u have now
0, 07/16/06 10:50:31 PM , idk lol
1, 07/16/06 10:51:04 PM , ok u have 2 dollars now
0, 07/16/06 10:52:12 PM , im gettin kinda sleepy
1, 07/16/06 10:52:40 PM , awwwwwwwww
1, 07/16/06 10:52:43 PM , so soon
0, 07/16/06 10:53:01 PM , been chattin along time
1, 07/16/06 10:53:50 PM , i will miss u
0, 07/16/06 10:55:12 PM , really ?
1, 07/16/06 10:55:19 PM , yes
1, 07/16/06 10:55:24 PM , i love u
0, 07/16/06 10:55:30 PM , 
1, 07/16/06 10:56:05 PM , so have u seen that porn site today
0, 07/16/06 10:56:14 PM , no lol
0, 07/16/06 10:56:19 PM , did u ?
1, 07/16/06 10:56:33 PM , yes
0, 07/16/06 10:56:39 PM , lol
1, 07/16/06 10:57:31 PM , u should look at it now
0, 07/16/06 10:57:45 PM , i should ?
1, 07/16/06 10:58:09 PM , yes
0, 07/16/06 10:58:55 PM , lol
0, 07/16/06 10:59:05 PM , y ?
1, 07/16/06 10:59:14 PM , i want u to
0, 07/16/06 11:00:03 PM , oh
0, 07/16/06 11:00:17 PM , i didnt save it
1, 07/16/06 11:00:45 PM , when u do it this time
1, 07/16/06 11:00:53 PM , i want u to rub ur pussy
0, 07/16/06 11:01:04 PM , lol
1, 07/16/06 11:01:37 PM , so will u
0, 07/16/06 11:02:29 PM , grampa might come in
1, 07/16/06 11:02:43 PM , u will be fine
1, 07/16/06 11:02:59 PM , do u have on shorts
0, 07/16/06 11:03:20 PM , yea
1, 07/16/06 11:03:30 PM , r they tight or lose
0, 07/16/06 11:03:38 PM , loose
1, 07/16/06 11:04:01 PM , take off ur panties
1, 07/16/06 11:04:12 PM , so u can play with ur shorts on
0, 07/16/06 11:05:19 PM , ill do that later in bed if u want
1, 07/16/06 11:05:47 PM , can we talk on the phone while u do it then
0, 07/16/06 11:06:02 PM , kinda late lol
1, 07/16/06 11:06:23 PM , u wanted to call me last night this late
0, 07/16/06 11:06:33 PM , i kno
1, 07/16/06 11:06:41 PM , ok and
0, 07/16/06 11:07:18 PM , feel funny doin that by myself
1, 07/16/06 11:07:54 PM , do u wanta have an adventure or not
0, 07/16/06 11:08:01 PM , yea lol
1, 07/16/06 11:08:36 PM , so r u ready to do things u never done
0, 07/16/06 11:08:44 PM , yea
1, 07/16/06 11:09:15 PM , well tell how u feel bout me
0, 07/16/06 11:09:38 PM , i like u alot n ur interestin
0, 07/16/06 11:09:43 PM , n ur cool
1, 07/16/06 11:10:04 PM , anything else
0, 07/16/06 11:10:25 PM , ur sweet
1, 07/16/06 11:10:41 PM , i need u
0, 07/16/06 11:10:54 PM , 
1, 07/16/06 11:11:20 PM , do u want me happy
0, 07/16/06 11:11:28 PM , yea
1, 07/16/06 11:11:47 PM , what will u do
0, 07/16/06 11:12:20 PM , w/e u want
1, 07/16/06 11:12:46 PM , who loves u
0, 07/16/06 11:12:54 PM , u 
1, 07/16/06 11:13:09 PM , who do u love
0, 07/16/06 11:13:28 PM , u
1, 07/16/06 11:14:29 PM , tell me u do
0, 07/16/06 11:14:58 PM , i luv u
1, 07/16/06 11:15:51 PM , i love u too
1, 07/16/06 11:15:55 PM , and i need u
0, 07/16/06 11:16:25 PM , aww thats sweet
1, 07/16/06 11:17:12 PM , so r u willing to play with ur pussy while on the phone with me
0, 07/16/06 11:18:05 PM , just dont c y
0, 07/16/06 11:18:31 PM , i wan na make u happy
0, 07/16/06 11:18:48 PM , thats just kinda fake
1, 07/16/06 11:20:05 PM , so u didnt like feeling ur pussy last night
0, 07/16/06 11:20:14 PM , it was ok
0, 07/16/06 11:20:27 PM , kinda nice lol
0, 07/16/06 11:20:38 PM , but i didnt have to talk bout it
1, 07/16/06 11:20:50 PM , u dont have to talk
1, 07/16/06 11:20:55 PM , do u moan
0, 07/16/06 11:22:12 PM , kinda lol but im really gettin sleepy
1, 07/16/06 11:22:40 PM , u cant leave yet
0, 07/16/06 11:22:45 PM , ok
1, 07/16/06 11:23:19 PM , say yes sir to me
0, 07/16/06 11:23:34 PM , yes sir
1, 07/16/06 11:24:15 PM , dont ever make me have to hurt u ok
0, 07/16/06 11:24:32 PM , ok
1, 07/16/06 11:25:07 PM , fuck it if u r tired go to bed i wont bother u
0, 07/16/06 11:25:24 PM , im ok
0, 07/16/06 11:25:36 PM , sry ur mad
1, 07/16/06 11:25:54 PM , no
1, 07/16/06 11:26:00 PM , fuckit
1, 07/16/06 11:26:09 PM , u dont care bout me
0, 07/16/06 11:26:16 PM , yea i do
0, 07/16/06 11:26:30 PM , im sry
1, 07/16/06 11:26:53 PM , no u dont
1, 07/16/06 11:26:56 PM , damn this
0, 07/16/06 11:27:20 PM , wat did i do ?
1, 07/16/06 11:27:40 PM , just go to bed
1, 07/16/06 11:27:47 PM , i wont keep u up
1, 07/16/06 11:27:51 PM , forget bout me
0, 07/16/06 11:27:58 PM , wat did i do ?
0, 07/16/06 11:29:52 PM , ur scarin me
1, 07/16/06 11:30:19 PM , do u love me
0, 07/16/06 11:30:27 PM , yea
1, 07/16/06 11:30:41 PM , are u crying
0, 07/16/06 11:30:48 PM , kinda
1, 07/16/06 11:31:16 PM , u can leave all this n ow
1, 07/16/06 11:31:20 PM , if u want
0, 07/16/06 11:31:36 PM , y r u mad ?
1, 07/16/06 11:31:55 PM , cuz u made me mad
1, 07/16/06 11:32:06 PM , do u wanta call it quits
1, 07/16/06 11:32:09 PM , now
0, 07/16/06 11:32:11 PM , do u ?
1, 07/16/06 11:32:19 PM , i fucking asked u
1, 07/16/06 11:32:21 PM , do u
0, 07/16/06 11:32:27 PM , im ok
1, 07/16/06 11:32:50 PM , do u think i will never get mad
0, 07/16/06 11:32:59 PM , no
1, 07/16/06 11:33:30 PM , u cant handal a real man
1, 07/16/06 11:33:38 PM , u better play with boys
0, 07/16/06 11:34:28 PM , dont u like me ?
1, 07/16/06 11:35:34 PM , what do u think
0, 07/16/06 11:35:41 PM , idk
1, 07/16/06 11:35:57 PM , how in the hell u dont know
1, 07/16/06 11:36:00 PM , damn
0, 07/16/06 11:36:22 PM , u said i should go play wit boys
0, 07/16/06 11:37:16 PM , im sry i didnt mean to make u mad
1, 07/16/06 11:38:16 PM , come here
0, 07/16/06 11:38:25 PM , yea ?
1, 07/16/06 11:39:30 PM , will u be a good girl
0, 07/16/06 11:39:41 PM , yea
1, 07/16/06 11:39:49 PM , no yes sir
0, 07/16/06 11:40:07 PM , yes sir
1, 07/16/06 11:41:21 PM , u see how u felt when u thought u lost me
0, 07/16/06 11:41:37 PM , yes
1, 07/16/06 11:42:24 PM , never betray me
1, 07/16/06 11:42:27 PM , never
0, 07/16/06 11:42:35 PM , ok
1, 07/16/06 11:42:38 PM , no
1, 07/16/06 11:42:44 PM , yes sir
0, 07/16/06 11:42:53 PM , yes sir
1, 07/16/06 11:43:47 PM , who do u belong to
0, 07/16/06 11:44:12 PM , u ?
1, 07/16/06 11:44:41 PM , yes
1, 07/16/06 11:45:02 PM , i have a surpise for u
1, 07/16/06 11:45:04 PM , ok
0, 07/16/06 11:45:05 PM , who is that ?
1, 07/16/06 11:45:09 PM , she is ur age
1, 07/16/06 11:46:34 PM , u there
1, 07/16/06 11:46:36 PM , helllo
1, 07/16/06 11:47:24 PM , hello erin
1, 07/16/06 11:47:29 PM , u there
0, 07/16/06 11:47:44 PM , yea got booted
1, 07/16/06 11:48:30 PM , ok
1, 07/16/06 11:52:31 PM , r u leaving
1, 07/16/06 11:54:04 PM , so u gone
0, 07/16/06 11:54:09 PM , nite
1, 07/16/06 11:54:30 PM , u cant stay any longer
0, 07/16/06 11:54:51 PM , i guess
0, 07/16/06 11:55:27 PM , who is she
1, 07/16/06 11:55:27 PM , so u just got ta go
1, 07/16/06 11:55:40 PM , trying to get u a friend
1, 07/16/06 11:55:44 PM , ur own age
1, 07/16/06 11:55:52 PM , thought u could relate
0, 07/16/06 11:55:52 PM , thats nice of u
0, 07/16/06 11:56:00 PM , is she around here ?
1, 07/16/06 11:56:27 PM , no
1, 07/16/06 11:56:34 PM , near HIS-GF
1, 07/16/06 11:56:55 PM , cuz i want u to feel ok bout everything
0, 07/16/06 11:57:03 PM , im ok now
0, 07/16/06 11:57:32 PM , guess if u have friends my age u really r cool
1, 07/16/06 11:57:58 PM , i am
1, 07/16/06 11:58:22 PM , i will be demanding on u though
0, 07/16/06 11:58:31 PM , ok
0, 07/16/06 11:58:37 PM , like how ?
1, 07/16/06 11:59:17 PM , sexually for one
,,
07/17/06,,
0, 07/17/06 12:00:18 AM , ok
0, 07/17/06 12:00:48 AM , i guess if TEEN-GIRL can do it i can
1, 07/17/06 12:01:28 AM , i love u
0, 07/17/06 12:01:37 AM , i luv u too
1, 07/17/06 12:03:18 AM , do u want me to calm down
1, 07/17/06 12:05:22 AM , ok sexy
1, 07/17/06 12:06:20 AM , u there
0, 07/17/06 12:06:25 AM , yes sir
0, 07/17/06 12:07:09 AM , gnight
1, 07/17/06 12:07:38 AM , ok so u r leaing
0, 07/17/06 12:08:18 AM , nite 
,,
,,
1, 07/17/06 9:12:58 PM , hello u there
0, 07/17/06 9:39:14 PM , hey yep im here
1, 07/17/06 9:39:24 PM , hello boo
1, 07/17/06 9:39:27 PM , how u doing
0, 07/17/06 9:39:35 PM , im good how r u
1, 07/17/06 9:39:45 PM , i am good just getting in
0, 07/17/06 9:40:22 PM , did u work ?
1, 07/17/06 9:40:44 PM , yea
1, 07/17/06 9:40:50 PM , have u missed me
0, 07/17/06 9:41:00 PM , yes
0, 07/17/06 9:41:20 PM , im sry i left so quik last night
0, 07/17/06 9:41:26 PM , i was so tired i could think
0, 07/17/06 9:41:37 PM , couldnt
0, 07/17/06 9:42:33 PM , did u have a good day ?
1, 07/17/06 9:43:29 PM , yes i did
0, 07/17/06 9:43:47 PM , thats cool
0, 07/17/06 9:43:57 PM , i saw ur friend here today
1, 07/17/06 9:44:12 PM , who sexy
0, 07/17/06 9:44:20 PM , HIS-GF
1, 07/17/06 9:44:33 PM , ok
1, 07/17/06 9:44:41 PM , did u talk to her
0, 07/17/06 9:44:54 PM , a lil she seemed busy
1, 07/17/06 9:45:18 PM , oh ok
0, 07/17/06 9:45:59 PM , kinda worried me that other girl knows too
0, 07/17/06 9:46:07 PM , shes not gon na tell is she ?
0, 07/17/06 9:46:15 PM , wat we were talkin about
1, 07/17/06 9:46:15 PM , baby she is 16
0, 07/17/06 9:46:23 PM , ok
1, 07/17/06 9:46:49 PM , she wont
1, 07/17/06 9:46:52 PM , dont worry
0, 07/17/06 9:47:16 PM , ty for thinkin of finding a friend for me
0, 07/17/06 9:47:20 PM , that was nice
1, 07/17/06 9:48:07 PM , the best for u
0, 07/17/06 9:49:06 PM , ty
1, 07/17/06 9:49:17 PM , what did u think bout me today
0, 07/17/06 9:49:47 PM , that u were really interesting
1, 07/17/06 9:50:02 PM , what exicites u the most bout me
0, 07/17/06 9:50:30 PM , guess mayb ur kinda mysterious lol
0, 07/17/06 9:50:43 PM , n strong
1, 07/17/06 9:50:55 PM , yea i am
1, 07/17/06 9:51:05 PM , i have no problem with ladies
0, 07/17/06 9:52:24 PM , i bet
0, 07/17/06 9:52:30 PM , u have lotsa gfs ?
1, 07/17/06 9:52:40 PM , i have some yes
1, 07/17/06 9:52:52 PM , but u r the sweetest one i have meet
0, 07/17/06 9:53:00 PM , awww 
1, 07/17/06 9:54:20 PM , and i want u very bad
0, 07/17/06 9:54:52 PM , ty
0, 07/17/06 9:54:57 PM , ur cool too
1, 07/17/06 9:55:16 PM , what do u wanta do to me
0, 07/17/06 9:56:03 PM , w/e u want
1, 07/17/06 9:56:24 PM , so there is nothing u wanta do to me
0, 07/17/06 9:56:55 PM , lol
0, 07/17/06 9:57:06 PM , dont really kno alot yet
1, 07/17/06 9:57:21 PM , i know
1, 07/17/06 9:57:24 PM , but just think
1, 07/17/06 9:57:30 PM , would u wanta hug me
1, 07/17/06 9:57:33 PM , kis me
1, 07/17/06 9:57:34 PM , what
0, 07/17/06 9:57:52 PM , yea that sounds nice
1, 07/17/06 9:58:15 PM , i thought bout u alot last night
0, 07/17/06 9:58:29 PM , yea ? 
1, 07/17/06 9:59:07 PM , like kissing u
1, 07/17/06 9:59:13 PM , licking ur breast
0, 07/17/06 9:59:25 PM , k lol
1, 07/17/06 10:00:04 PM , iknow that makes u laugh
0, 07/17/06 10:00:16 PM , 
1, 07/17/06 10:01:33 PM , so u like HIS-GF
0, 07/17/06 10:01:41 PM , yea shes cool
0, 07/17/06 10:01:51 PM , shes pretty too
1, 07/17/06 10:02:04 PM , yea u should see her nude
0, 07/17/06 10:02:25 PM , ill probly look like a baby next to her
1, 07/17/06 10:02:56 PM , yea
1, 07/17/06 10:03:09 PM , but she will like having ur sexy body next to her
0, 07/17/06 10:03:21 PM , ok
0, 07/17/06 10:03:31 PM , do u think she likes me ?
1, 07/17/06 10:03:41 PM , yessssssssssssssss
1, 07/17/06 10:03:54 PM , she wants to make love to u
0, 07/17/06 10:04:11 PM , ok
1, 07/17/06 10:04:32 PM , do u want her
0, 07/17/06 10:04:56 PM , might b cool to try
1, 07/17/06 10:05:14 PM , have u thought bout it
0, 07/17/06 10:05:25 PM , yea
0, 07/17/06 10:05:37 PM , alot since last nite
1, 07/17/06 10:05:50 PM , so u wanta kiss her
